ABN,Name,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/04/2004,31/05/2004,30/06/2004,31/07/2004,31/08/2004,30/09/2004,31/10/2004,30/11/2004,31/12/2004,31/01/2005,28/02/2005,31/03/2005,30/04/2005,31/05/2005,30/06/2005,31/07/2005,31/08/2005,30/09/2005,31/10/2005,30/11/2005,31/12/2005,31/01/2006,28/02/2006,31/03/2006,30/04/2006,31/05/2006,30/06/2006,31/07/2006,31/08/2006,30/09/2006,31/10/2006,30/11/2006,31/12/2006,31/01/2007,28/02/2007,31/03/2007,30/04/2007,31/05/2007,30/06/2007,31/07/2007,31/08/2007,30/09/2007,31/10/2007,30/11/2007,31/12/2007,31/01/2008,29/02/2008,31/03/2008,30/04/2008,31/05/2008,30/06/2008,31/07/2008,31/08/2008,30/09/2008,31/10/2008,30/11/2008,31/12/2008,31/01/2009,28/02/2009,31/03/2009,30/04/2009,31/05/2009,30/06/2009,31/07/2009,31/08/2009,30/09/2009,31/10/2009,30/11/2009,31/12/2009,31/01/2010,28/02/2010,31/03/2010,30/04/2010,31/05/2010,30/06/2010,31/07/2010,31/08/2010,30/09/2010,31/10/2010,30/11/2010,31/12/2010,31/01/2011,28/02/2011,31/03/2011,30/04/2011,31/05/2011,30/06/2011,31/07/2011,31/08/2011,30/09/2011,31/10/2011,30/11/2011,31/12/2011,31/01/2012,29/02/2012,31/03/2012,30/04/2012,31/05/2012,30/06/2012,31/07/2012,31/08/2012,30/09/2012,31/10/2012,30/11/2012,31/12/2012,31/01/2013,28/02/2013,31/03/2013,30/04/2013,31/05/2013,30/06/2013,31/07/2013,31/08/2013,30/09/2013,31/10/2013,30/11/2013,31/12/2013,31/01/2014,28/02/2014,31/03/2014,30/04/2014,31/05/2014,30/06/2014,31/07/2014,31/08/2014,30/09/2014,31/10/2014,30/11/2014,31/12/2014,31/01/2015,28/02/2015,31/03/2015,30/04/2015,31/05/2015,30/06/2015,31/07/2015,31/08/2015,30/09/2015,31/10/2015,30/11/2015,31/12/2015,31/01/2016,29/02/2016,31/03/2016,30/04/2016,31/05/2016,30/06/2016,31/07/2016,31/08/2016,30/09/2016,31/10/2016,30/11/2016,31/12/2016,31/01/2017,28/02/2017,31/03/2017,30/04/2017,31/05/2017,30/06/2017,31/07/2017,31/08/2017,30/09/2017,31/10/2017,30/11/2017,31/12/2017,31/01/2018,28/02/2018,31/03/2018,30/04/2018,31/05/2018,30/06/2018,31/07/2018,31/08/2018,30/09/2018,31/10/2018,30/11/2018,31/12/2018,31/01/2019,28/02/2019,31/03/2019,30/04/2019,31/05/2019,30/06/2019,31/07/2019,31/08/2019,30/09/2019,31/10/2019,30/11/2019,31/12/2019,31/01/2020,29/02/2020,31/03/2020,30/04/2020,31/05/2020,30/06/2020,31/07/2020,31/08/2020,30/09/2020,31/10/2020,30/11/2020,31/12/2020,31/01/2021,28/02/2021,31/03/2021,30/04/2021,31/05/2021,30/06/2021,31/07/2021,31/08/2021,30/09/2021,31/10/2021,30/11/2021,31/12/2021,31/01/2022,28/02/2022,31/03/2022,30/04/2022,31/05/2022,30/06/2022,31/07/2022,31/08/2022,30/09/2022,31/10/2022,30/11/2022,31/12/2022,31/01/2023,28/02/2023,31/03/2023,30/04/2023,31/05/2023,30/06/2023,31/07/2023,31/08/2023,30/09/2023,31/10/2023,30/11/2023,31/12/2023,31/01/2024,29/02/2024,31/03/2024,30/04/2024,31/05/2024,30/06/2024,31/07/2024,31/08/2024,30/09/2024,31/10/2024,30/11/2024,31/12/2024,31/01/2025
25044678441,Lutheran Laypeople's League of Australia Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244.8,2399,2356.5,2375,2285.3,1261.8,1224.4,1176.1,1259.9,1210.8,1181,1374.1,1327.7,1276.1,1273.4,1317,1276.6,1339.7,1318.1,1292.6,1417.3,1377.8,1333.1,1518.6,1461,1402.5,1374.7,1353.5,1286.4,1376.9,1326.7,1281,1392.5,1340.9,1273.4,1487.1,1419,1365.1,1323.7,1295.7,1258.8,1365.6,1299.4,1236.4,1326.2,1264.7,1207.4,1383.5,1331.3,1262.2,1280.5,1248.2,1179.9,1320.6,1224.7,1174.8,1291.4,1235.4,1165.8,1312.7,1251.9,1177.5,1116.4,1011,866.1,943.7,854.2,795.4,862.4,794.7,724.4,930.1
27079372688,"Mega International Commercial Bank Co., Ltd.",106.5,97.3,97.9,112.8,148.3,172,157.7,137.7,139.9,159.6,197.1,163.7,196.8,207.9,270.7,269.6,303.1,247.5,234.5,209.7,237.3,254.6,298.6,261.6,306.7,268.1,275.1,255.6,314.8,305.4,300.2,276.7,288.1,316,326,324.7,310.5,285.9,351.7,375.8,560.2,413,370.5,447.9,431.4,454.7,498.7,497.1,528.6,554.6,533.2,597.6,569.8,563.2,526.9,599.3,579.3,575.4,525.7,530.7,532.6,627.6,524.1,477.4,362.1,548.1,543.7,468.5,456.6,423.9,408,387.5,329.9,194.5,185.4,172.9,168,178.5,147.2,139.6,137.7,134.5,132.5,106.8,119.3,121.3,105.2,106.7,109.1,108.2,105.5,102.3,96.8,98.7,103.3,107.7,121.3,122,124.4,117.9,132.4,142.4,150.3,138.9,160.5,154,158.5,165.1,170.2,167,155.2,156.9,152.9,135,137.8,324.3,368.6,436.9,427.9,499.3,483.1,307.7,366.8,394.2,424.4,404,566.6,563.5,552.4,550.4,661.6,623.7,622.8,613.4,620.2,612.1,621.2,655.9,618.6,635.7,652.8,670.4,717.2,835.8,800.9,791.4,707.3,668.7,631.1,645.4,689.9,733.8,746.7,624.7,691,628.1,666.1,612.5,644.1,667.2,680,724.6,755.1,766.5,778.2,803.3,809.5,880.2,905,897,916.4,911.1,887.8,948.2,848.4,788.6,886.1,874.7,853.2,883.2,885.9,901.9,931.9,954.8,921.1,914.3,920.3,1103.4,1039.2,1031,1024.6,213.3,216.6,215.3,222.3,218.5,212.7,209.7,203.6,209.6,190.3,189.9,175,175.5,186.2,187.2,202.4,225.1,220.9,237.9,246.6,256.6,290.9,276.9,274.7,317.4,292.6,328,326.9,314.8,288.9,315,275.6,255.7,252.3,186.4,185.5,149.2,177.8,169.3,187.9,191.5,188.3,170.5,218,213.5,215.9,263.8,199.6,242.6,259.5,259.4,273.8,275,269.7,300.2,284.4,289,325.2,347.4,360.3,350.5,345.8,322.9,267.7,282.1,301.5,241.9
28110077622,Bank of China (Australia) Limited,,,,,,,,,,,,,,,,,,,,,,,,,0,186.9,186.8,188.6,190.8,191.8,196.7,201.5,202.5,200.8,208.7,216.2,218.9,222.4,218.6,217.9,218.9,224.4,230.1,233.6,235.1,240,237.6,232.4,240.1,238.8,238.1,248.2,251.1,255.6,254.3,258.9,260.1,271.4,275.5,282.5,303.2,317.7,362.8,388.2,383,383.5,392.2,386.1,377.5,356.2,342.1,330.3,315.3,304.4,290.4,285.4,290.2,293.9,292,288.4,293.4,311.2,309.9,307.1,314.1,310.8,319.2,324.4,321.9,325.3,325.4,333.4,334.2,339.5,344.4,342.6,350.1,359.5,349,357.9,360.6,367.8,380.3,390.3,391.5,405.6,423,413.3,423.3,428.5,438.7,447.9,450.6,455.7,468.1,475.2,483.7,495.6,508.7,522,523.5,523.6,516.2,524.8,533.2,539.9,539,554.2,567,563.4,557.7,558,567.9,591.1,590.2,603.1,632.5,663.9,674.7,710.5,699.2,708.2,724.9,774.4,768.6,782.7,766.8,772.4,799.9,832.7,825.9,828.6,837,836,849.5,852.7,864.9,858.3,865.5,904.4,935.8,945,972.9,982.7,1006.7,1033.6,1086.4,1058.6,1058.6,1058.6,1084.1,1100.8,1097.3,1145.2,1228.1,1309.7,1311.9,1318.8,1318.3,1281.9,1274.1,1251.5,1258.8,1255.1,1272,1368.3,1452.5,3107,3155.2,3230,3231,1620.9,1653.6,1691.1,1717.8,1740,1783.3,1871.1,2005.2,2075.7,2037.9,2061,2124.5,2143.1,2155.8,2290.5,2338.2,2368,2423.4,2465.8,2479.6,2552.2,2560.7,2639.7,2709.4,2749,2757.9,2893.3,2898.7,2964.6,3073.2,3161.9,3227.8,3239.9,3223.9,3185.6,3271.6,3265.7,3202.7,3331.8,3409.4,3383,3439.8,3531.1,3565.5,3630.5,3627.4,3598.9,3581.9,3620.2,3717.8,3844.5,3964.5,3910.6,3863.8,3983.3,4152.5,4179.1,4324.4,4236.7,4163.3,4164.9,4232.1,4203.1,4232.4,4294.2,4587.1,4769.5
29002979955,Bank of China Limited,318.5,338.8,327,302.2,318.8,320.7,316.4,343.7,332,308.3,323.7,329.6,329.2,347.2,332.7,324.7,334.8,336.5,342.1,335.7,347.8,358.2,339.1,341.2,357.6,155.9,161.7,191,165,162.5,185.1,166.2,171.2,157.3,175.2,170.9,177.6,162.2,150.5,151.4,173.6,174.1,184.8,187.6,228.9,259.6,201.4,228.6,233.2,234.1,289.1,277.7,320.7,295.9,328.1,346.4,345.9,337.7,348.3,396.7,483.2,527.4,614.4,640.5,754.6,760.9,1119.5,1192.8,1571.8,1574.3,1439,1501.2,1659.7,1693.8,1469.2,1261.3,1149.1,1048,1078.6,1089.6,1190.5,1784.7,1840.9,1802.4,2176.5,1403.4,1489.7,1941.9,1947.3,2266.5,2111.2,2187.2,3280.9,3183.1,3126.6,2981.9,3019.5,2598,2608.8,3055.2,3489.6,3079.7,3388.8,4311.1,3860.1,3657.7,5215.4,4130.1,4215,4365.1,3853.9,4229.2,5174.9,4210.3,4216.3,4914.1,4743.8,5072.4,6253.7,5469.3,5538,5347.6,9310.9,6590.5,7547.7,8569,8609,8084.1,8190.4,9091.9,9874.4,9341.6,9574.4,9164,9124.8,8893.4,9862.4,10193.7,10688.2,10286.1,10933.1,11905.5,11997.4,12626.1,12327.6,11645.3,11808.3,12065.7,11754.1,11721.3,12480.9,11920.7,11744.7,11193.9,12376,12831.7,12574.2,11428.2,11153.1,11292.3,12107.3,12873.8,12699.9,14087.1,13432.4,13807.5,13716.7,14038.1,14902.4,14450.6,14182.9,13900.3,14106,13877.9,14826.1,14331.3,13397.3,12790.6,12223,12736.3,12399.7,11482.3,11493.9,12005.4,12020.4,12940.8,13498.6,24185,24256.8,24262.7,22864.5,10701.5,10950.2,10187.1,9921.2,10110.9,10695.9,11346.2,11528.1,11956.8,12976.6,14033.7,14305.2,14597,15305.6,14466.7,14249.1,13190.8,13513.6,14571.7,14503.2,13971.6,14271.8,14702.5,15141,15796.8,15076.8,15067.3,14985.9,13710.1,13659.2,13741.4,13338.5,13870,13377.9,14097.5,14880.3,13972.1,15837.2,14575,13674.8,13349.7,13821.9,13787.1,13997.9,13800.8,14060.9,13140,13108.4,12331.6,13492.6,12663.8,12853.7,12149.6,13301.9,13623.4,13327.2,13937.3,13050.9,14518.5,14868.1,14954.9,14750,15464.7,14846.6,15875.2,15866.5,16047.4
30074707458,Commonwealth Development Bank of Australia Limited,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30087650459,Teachers Mutual Bank Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3348.8,3342.9,3395.4,3421.1,3483.1,3472.4,3504.9,3593.6,3588.9,3632.6,3643,3624.3,3647.3,3683.7,3678.1,3767.8,3764.2,3784.3,3807.1,3794.2,3834.2,3794.2,3788.5,3803.3,3852.1,3899.4,3974.7,4085.5,4071.2,4108.5,4135.7,4120.9,4193.3,4198.6,4219.9,4241.6,4284.3,4299.2,4341.7,4457.3,4693,4742.4,4759,4722.2,4842.2,4836.2,4831.9,4856.8,4844.5,4882.6,4967.4,4964.7,5040.1,5074,5065.4,5291.1,5345.6,5486.6,5567.4,5691.3,5735.5,5868.1,5867,5930.7,5979.5,6002.5,6013.3,6085.4,6110.2,6105.9,6112.2,6116.1,6152.1,6251,6259.7,6303.1,6444.3,6524,6686.3,6701.5,6745.8,6740.6,6762.7,13263.4,13351.3,13516.7,13515.1,6666.2,6688,6683.8,6720.9,6711.1,6759.5,6716.2,6700.4,6708.3,6796.6,6788.1,6840.2,6958.2,7061.5,7198.6,7270.9,7335.4,7469,7510.4,7591.5,7768,7849.5,7983.7,8086.4,8186.5,8258.3,8395.9,8415.8,8565.4,8605,8613.9,8609.7,8686.8,8688.5,8667.4,8594.1,8603.6,8596.6,8605.3,8616.3,8711.5,8764.2,8746.3,8725,8712.1,8687.3,8627.1,8599.5,8550.8,8657.8,8761.5,8849,9066.1,9308,9449.6,9534.6,9574.6,9531.6,9539.6,9457.3,9414,9370.6,9357.2,9377.2,9290.2,9327.7,9292.4
30087651205,Police Credit Union Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.4,1035,1028.4,1031.7,1053.8,1049.1,1045.3,1037.9,1031.4,1032,1032,1028.3,1036.2,1049.8,1048.1,1036.8,1051.5,1060.2,1065.2,1071.7,1053.8,1055.5,1053.8,1055,1041.1,1040.7,1039.3,1047.1,1052.1,1048.5,1051.5,1047.3,1022.3,1033.8,1030.9,1022.4,1027.5,1039.2,1032,1022.5,1030.2,1034.9,1032.8,1033.8,1060.8,1072.8,1081,1098.9,1116,1128.7,1142.6,1141.5,1147.6,1148.7,1155.7,1164.3,1168.3,1175.8,1185.1,1199.9,1207.5,1205.5,1211,1209.8,1226.7,1238.7,1242,1248.6,1251.9,1260.9,1250.1
30087652079,Australian Unity Bank Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571.6,1568.8,1585.1,1600.6,790.5,800,836.1,854.8,879.7,908.8,926.6,940.6,965.8,1015.1,1010.8,1026.4,1037.8,1076.3,1106.3,1106.1,1125.5,1133.1,1122.2,1116.9,1110.8,1117.5,1058,1033.7,1029.3,1020.6,1042.8,1027.4,1023.7,1051.3,1069.1,1058.4,1067.7,1087.5,1137.8,1192.9,1236.1,1246.4,1265.6,1234.8,1260.9,1265.5,1264.6,1265.5,1284,1232.8,1214.5,1206.9,1214.8,1255.9,1327.2,1319.4,1307.2,1315.6,1344.9,1373.6,1423.6,1451.9,1466.7,1458.6,1481.2,1503.2,1550.7,1530.4,1487.9,1483.7,1454.5
30101464528,The Royal Bank of Scotland plc,,,,,,110.3,839,995.4,1110.8,1216,2652,2606.9,3051.3,1846.7,2194.7,2180.3,2219.4,2205.7,2462.6,3442.6,3746.7,3309.6,2816.8,3095.4,3059.1,3124,2940.5,3672.1,3839.3,3900.7,4385.3,4421.4,4226,4365.4,4321.3,4342.4,4490.8,4468.7,6772.6,6695.8,6416.8,6468.9,6503,6604.1,7732.9,8368.1,8349.9,8828,10586,11971.1,12085.3,13222.8,13822,15912.2,16566.6,17670.4,17556.9,17125.5,16084.1,15523,15591.2,15503.7,10521.9,9701.2,8863.5,9002.7,9340.6,8821.5,7994.2,8052.4,8172,8099.3,8591.9,7502.5,7585,7459.9,5526.4,5385.5,4971.9,4574.3,4235.5,4684.9,4592.7,4841.2,5604.4,4426,4861.9,4876.3,4313.2,4162.3,3808.9,4030.1,4041.8,4233.7,3605.9,4338.3,4137.1,3782.3,3905.1,2793.6,2306.5,2260.7,2155.4,2089.4,2058.7,2347.5,2553.8,2092.3,2300.6,1515.8,1592.5,1796.5,1632.1,2029.8,1966.6,2127.3,1862.6,2441.1,2402.1,1792.3,1685.7,1870.7,1962.7,1552,1380.1,1459.2,1291.2,971.7,1174.2,1131.9,1099.3,1075.8,1577.2,1690.1,965.4,1003.1,1027.7,1476.8,1380.6,1351.6,1209.9,1278.9,564.7,70,87.5,76.5,91.5,88.3,73.4,55.7,50,42.6,40.4,40.3,25.3,18.4,15.8,3.2,3.2,1.5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30165085638,"Taishin International Bank Co., Ltd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,9,9,9.7,1.5,1.5,1.2,1.2,1,1,0.9,0.8,0.2,32.1,32,34.9,25.7,27.4,27.1,29.8,67,108.6,108.4,48,23,22.9,25.4,25.6,22.9,22.8,22.7,23.1,3,3.9,3.9,3.3,3.8,3.2,23,24,23.5,23.5,23.5,23.4,23.4,24.4,23.4,23.4,23.3,22.9,22.9,22.9,22.8,2.8,2.8,2.6,3.6,7.5,115.5,118.4,121.7,121.6,119.5,119.1,128.9,155.6,150.3,153,152.2,151.3,153.8,149.5,151.1,150.2,150.5,150.9,152.7,151.5,151.7,151.5,152.4,157,158.7,66.8,117.2,116.9,99.6,105,103.7,107.7,112.6
31065752918,"Bank One, National Association",303.9,313.3,327.8,383.2,443.5,323.2,449.4,389.8,346.7,333.3,305.5,286.1,280.6,297.7,296.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32008458366,Investec Australia Limited,581.4,604.6,472.9,527.8,610.2,773.8,770.6,873.5,921.7,942.1,978,1006.9,1098.6,1081.4,1051.1,1086.6,1113.1,1073.4,1103.4,1089.6,1157.2,1166.8,1153.8,1181.9,1117,1117.7,1104.9,1064,963.8,965.6,876.2,799.3,800.7,750.1,714.6,712,639.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32009656740,Bank of Queensland Limited,4302.8,4125.7,4568.8,4644.3,5147.3,6109.5,7284.7,7406.1,7688,7860.3,8249.1,8271.4,7983.8,7969.1,8083,8205,8294.7,8321.7,8236.1,8445.3,8645.2,8674.2,8440.4,8591.7,8369.1,8657,8796.5,8855.8,9239.1,9513.4,9459.6,9701.8,9821.9,9992,10015,10174.5,9695.2,10420.6,10603.9,10896,11174.8,11173.3,10868.7,11291,11460.3,11636.9,11960.2,12115,12092.3,13015.5,13524.3,14400.9,14730.7,15034.7,15401.1,15497.9,15716.8,15950.9,16354.9,16954.6,17324.4,19965.5,20200.5,20906.8,21358.2,22344.8,21937.5,21942.5,22421.5,22316.4,21761.7,22851.8,23207.2,23192.3,23292.4,23076.3,24073.4,24180,24717.1,26290.5,26714.3,26742.9,26829.2,27399.5,27184.3,27231.6,27591.4,27640.1,27447.6,27874.1,28337.3,28626.3,29023.4,28992.7,28209,28707.5,29595.3,29652.1,29583.5,29395.3,29378.6,29544.9,29698.8,29501.6,29704.8,30234.8,29901.1,30341.6,31033.3,31229.6,30721,30521.9,31184.2,31367,31511.4,31322.8,31330.8,31902.6,31643,31781.9,31581,31574.5,31765.3,31709.1,32020.1,31855.6,31850.9,32109.5,31985.6,31997.1,32768.8,33375.7,33676.7,33179.3,33120.6,33688.9,33948.2,34157.1,35065.6,35102.1,35248.1,34547.6,37182.8,37877.4,37931.4,37700.4,38268.2,38913.7,38926.3,35826.9,36437.6,36390.8,36800.5,37196.4,36965.9,37178.9,37149.2,37140,36972.3,36854,37153.2,37627.4,37580.9,37708.5,37401.7,37039.4,36775.6,37271.3,37118,36908.8,36963.8,37197,37501.7,37414.1,36667.7,37160.5,37099.6,37118.5,37151,38021.4,37962.1,37911.5,37739.9,37130.7,37188.3,37727.7,37708.6,71525.4,71080.9,71507.2,71209.1,33932.2,33893.8,33573.8,33706.6,33720.1,33815.7,34178.1,33922.7,33439.5,33804.4,34684.8,35179.5,35778.9,35937.4,36459.9,36596.9,36189.8,36700,36915.1,36956.1,37473.3,37716.3,37755.8,37958.3,38952.3,39387,40099.1,40548.9,41048.5,41499,41629.3,62157.7,62762.7,62661.3,62972.5,64059.2,65544.9,64826.6,65603.1,65844,65645,69308.9,69863.5,69738.6,69922.8,70364.9,69977.5,69862.9,70722.1,70803,69894.5,69887.5,69488.6,69634.9,69835.2,69349.7,69637.1,69660.8,69563,69313,71330.4,71166.1,70619.8,70810.5,70044.8,70677.7,70512.2
32080178196,ING Bank N.V.,466.8,262.6,172.1,197.5,470.6,443.9,505.7,612.5,672.6,699.2,843.5,905.6,802.7,729.8,809.7,864,636.6,643,745.7,647.5,430,397.5,425.5,462.5,462.2,409.6,563.5,623.9,769.4,842,806.7,882.9,942.8,1239.8,1412.6,1516,1377.1,1353.3,1783.3,1702.5,2188.3,2058.4,2003.7,2181.5,2487.4,2513.3,3053.7,2632.9,2282.9,2901.1,2627.9,2934.2,3030.4,3338.2,3375.9,3263.9,3869.3,3431.8,3351.8,3747.5,3992,3564.2,4886.4,5328.9,5118.1,5433.8,5442.3,4544,4333.1,3924.8,3910.6,3124.9,3239.2,1392.9,1653.4,1540.9,1371.9,1278.4,1304.6,1335,1247.3,1233.9,1341.9,1371.5,1211.5,949.3,1354.5,1618.8,1320.5,1736.2,1626.3,1684.7,1669.8,2577.3,1797.6,2181.8,2216.7,2522,2425.3,2543.5,2722.5,2692.7,2446.5,2441.7,2298,2440.8,2319.3,2212.8,1909.6,2044,2025.1,2203.5,1948.1,2177.5,2237.1,2248.8,2364.1,2211.6,2043,1949.1,2268.8,2098.8,2114.7,1902.1,2170,2296.9,2677.4,2745.9,2963.4,3081.4,3337.3,3039,2752,3103.7,2828.6,3034.1,2752,2852.8,2867.1,2658,2594,2631.5,2605.2,2613.9,2745.9,2997.5,3051,2816.9,2533.6,2679.9,2597.2,1854.8,1766.6,1695.6,1814.4,1796,1919,2376.6,2660.4,2726.3,2548.4,2688.1,2555.6,2724.1,2658.6,2803.8,2530.8,2408.6,2363.7,2468.5,2738.5,2870.7,2888.1,2878,3023.1,3153.3,3143.3,2939.4,3036.4,3063.5,3049.6,2801.5,2912.8,2769.9,2653,2646.9,2729.4,2544.5,2427.6,2510.7,2442.1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32087652024,Heritage Bank Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4808.6,4697.3,4671.2,4607.8,4699.6,4910.5,4911.5,4916.3,5076.8,5187.1,5442,5357.4,5397.5,5501.6,5578.7,5537.7,5472.1,5473.7,5460.8,5506.6,5512.1,5489.4,5502.8,5511.1,5662.7,5628.2,5609.4,5569.9,5615.7,5667.3,5789.9,5920.3,5832.8,5785.9,5717.1,5587.6,5709.9,5589.6,5748.6,5776.3,5940.6,5879.7,5880.3,5935.2,5931.7,5957.2,5796.9,5733.7,5852.2,5822.8,5826.6,5936.9,5924.2,5977.1,6107.5,6262.2,6341.7,6340.5,6338.8,6509.7,6643.6,6688.4,6810.6,6866.7,6962.9,6999.8,7124.1,7350.1,7327.3,7237.9,7040.1,6922.2,6941.8,6954.9,6903.2,6903.7,6986.7,7116.2,7149.8,7166.8,7240.3,7291.8,7376.6,7328,7399.3,7491.3,7553.7,14621,14872,14938.6,14928.2,7258.7,7222.9,7225.1,7219.1,7303.5,7462.5,7516.4,7536.6,7679.4,7862.3,7864,7953.8,8109,8107.8,8300.7,8455.9,8570.8,8815.5,8857.3,8941.2,9106.8,9219,9114.5,9211.6,9291.7,9311.2,9380.4,9401.9,9426.5,9492.2,9406.4,9430,9552.9,9581.8,9572.7,9561.9,9513.5,9494.1,9486.5,9490.7,9451.1,9587.1,9508.5,9441.6,,,,,,,,,,,,,,,,,,,,,,,
32087652088,B&E Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.9,719.2,724.7,724,727.4,734.2,752.3,763.6,784.8,796.4,822.7,832,843,871,887,889.1,1774.4,1780,1805.6,1823.2,933,939.6,941.6,951.1,954.8,981.1,981.2,987.6,1017.9,1043.5,1036,1045.9,1039.7,1044,1053.2,1061.4,1067.1,1072.1,1082.7,1090.5,1091.8,1096.6,1105.5,1097.4,1105.7,1109.1,1120.1,1115.9,1123.5,1120.2,1115.6,1110.6,1115.1,1108.7,1099.5,1099.4,1119.1,1123,1118.5,1124.1,1112.9,1143.7,1149.9,1162.7,1185.9,1189.3,1193.6,1250.6,1249.5,1262.8,1285,1299.1,1309.5,1321.4,1326.9,1336.8,1334.2,1356.4,1398.6,1419,1439.3,1469.7,1496.8,1514.7,1516.6,1536.8,1560.9
32124689327,Fortis Bank SA/NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,24,103,95,98,114,130,165.4,0,7,4,0,0,0,25,25,294,303,388,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
